Volume,Page,KF Scientific Name,KF Scientific Name,AH Scientific Name,AH Common Name,"Dimensions (hxw, cm)",Place Name-1,Year-1,Place Name-2,Year-2,Place Name-3,Year-3,Place Name-4,Year-4,Place Name-5,Year-5,Place Name-6 ,Year-6,Place Name-7,Year-7,Place Name-8,Year-8,,
5,79,Cornus alternifolia L ,,Swida alternifolia (L f) Small ,alternate-leaved dogwood,30.0 x 24.1,,,,,,,,,,,,,,,,,,
5,80,Cornus alternifolia L ,,Swida alternifolia (L f) Small ,alternate-leaved dogwood,34.5 x 25.0,Fayette Ridge,1877,South Poland,1898,,,,,,,,,,,,,,
5,81,Nyssa multiflora Wang ,,Nyssa sylvatica Marsh ,black tupelo ,27.2 x 24.6,,,,,,,,,,,,,,,,,,
5,82,Linnaea borealis Grono,,Linnaea borealis L,American twinflower,26.9 x 20.0,Brunswick,1870,Rangeley Lakes,1892,,,,,,,,,,,,,,
5,83,Lonicera sempervirens Ait ,,Lonicera sempervirens L ,trumpet honeysuckle,36.3 x 27.0,,,,,,,,,,,,,,,,,,
5,86,Lonicera caerulea L ,,Lonicera villosa (Michx) J A Schultes ,mountain honeysuckle,37.9 x 27.7,Harpswell Island,1895,,,,,,,,,,,,,,,,
5,87,Lonicera caerulea L ,,Lonicera villosa (Michx) J A Schultes ,mountain honeysuckle,37.4 x 28.0,Fayette,1878,Patten,1881,Strong,1882,Great Diamond Island,1888,,,,,,,,,,
5,89,Lonicera caerulea L ,,Lonicera villosa (Michx) J A Schultes ,mountain honeysuckle,37.6 x 27.3,Fayette Ridge,1878,,,,,,,,,,,,,,,,
5,90,Lonicera oblongifolia Muhl ,,Lonicera oblongifolia (Goldie) Hook ,swamp honeysuckle,37.8 x 34.8,Presque Isle,1880,Patten,1881,Saint Francis,1881,,,,,,,,,,,,
5,91,Diavilla trifida Moench ,,Diervilla lonicera P Mill ,bush-honeysuckle,37.1 x 27.2,Brunswick,1898,Wells,nd,Rangeley,nd,South Poland,nd,West Baldwin,1900,,,,,,,,
5,92,Triosteum aurantiacum Bicknell ,,Triosteum aurantiacum Bickn ,orange-fruited horse-gentian,37.7 x 27.5,Orono,1880,Drake's Island,1905,,,,,,,,,,,,,,
5,93,Sambucus canadensis L ,,Sambucus nigra L ,black elderberry,37.4 x 27.3,Brunswick,1876,Rangeley,1882,Poland,1885,nd,1893,,,,,,,,,,
5,95,Sambucus pubens Michx ,,Sambucus racemosa L ,red elderberry,37.5 x 27.1,Fayette,nd,Brunswick,nd,Northport,1877,South Poland,1882,Rangeley,1898,,,,,,,,
5,96,Sambucus pubens Michx ,,Sambucus racemosa L ,red elderberry,38.3 x 27.2,Northport,1892,Shapleigh,1901,,,,,,,,,,,,,,
5,97,Viburnum lentago L ,,Viburnum lentago L ,nannyberry,30.5 x 24.1,Fayette,1877,Brunswick,nd,Gilead,1897,Monhegan,1910,Wells,1898,West Baldwin,1900,Litchfield,nd,,,,
5,98,Viburnum lentago L ,,Viburnum lentago L ,nannyberry,37.0 x 24.5,,,,,,,,,,,,,,,,,,
5,99,Viburnum cassinoides L ,,Viburnum nudum L ,withe-rod,30.0 x 24.3,Brunswick,1877,South Poland,1893,Gilead,1897,Wells,nd,Caribou,1881,Rangeley,1882,,,,,,
5,100,Viburnum cassinoides L ,,Viburnum nudum L ,withe-rod,30.4 x 25.2,,,,,,,,,,,,,,,,,,
5,101,Viburnum dentatum L ,,Viburnum dentatum L ,smooth arrowwood,28.7 x 23.9,Brunswick,1877,Fayette,nd,South Poland,nd,Wells,nd,,,,,,,,,,
5,102,Viburnum dentatum L ,,Viburnum dentatum L ,smooth arrowwood,29.0 x 24.1,,,,,,,,,,,,,,,,,,
5,103,Viburnum acerifolium L ,,Viburnum acerifolium L ,maple-leaved viburnum,30.8 x 25.3,Brunswick,1872,Fayette,1876,Kents Hill,1891,South Poland,1893,South Poland,1895,Wells,1895,,,,,,
5,104,Viburnum acerifolium L ,,Viburnum acerifolium L ,maple-leaved viburnum,37.2 x 27.0,South Poland,1895,,,,,,,,,,,,,,,,
5,105,Viburnum pauciflorum Pylaie,,Viburnum edule (Michx) Raf ,squashberry,38.1 x 27.4,,,,,,,,,,,,,,,,,,
5,106,Viburnum opulus L ,,Viburnum opulus L ,highbush-cranberry,29.4 x 25.6,Caribou,1880,Rangeley,1894,Gilead,1897,South Poland,1895,,,,,,,,,,
5,107,Viburnum lantanoides Michx ,,Viburnum lantanoides Michx ,hobblebush,34.0 x 27.5,Brunswick,1876,Fayette,1879,South Poland,1893,,,,,,,,,,,,
5,108,Viburnum lantanoides Michx ,,Viburnum lantanoides Michx ,hobblebush,37.3 x 28.0,Brunswick,1876,nd,1880,nd,1881,,,,,,,,,,,,
5,109,Viburnum lantanoides Michx ,,Viburnum lantanoides Michx ,hobblebush,37.2 x 27.5,Avon,1882,Franklin,nd,,,,,,,,,,,,,,
5,110,Aethusa cynapium L ,,Aethusa cynapium L ,fool's-parsley,38.3 x 27.6,Portland,1902,,,,,,,,,,,,,,,,
5,111,Conioselinum canadinse T & G ,,Conioselinum chinense (L) B S P ,Chinese hemlock-parsley,36.8 x 25.6,,,,,,,,,,,,,,,,,,
5,112,Heracleum lanatum Michx ,,Heracleum maximum Bartr ,American cow-parsnip,37.7 x 27.3,Aroostook,1880,Aroostook,1881,,,,,,,,,,,,,,
5,113,Cornus cucinata L'HÃ©r ,,Swida rugosa (Lam) Rydb ,round-leaved dogwood,37.3 x 26.8,South Poland,1893,,,,,,,,,,,,,,,,
5,114,Cornus cucinata L'HÃ©r ,,Swida rugosa (Lam) Rydb ,round-leaved dogwood,34.5 x 25.6,Chesterville Ridge,1877,,,,,,,,,,,,,,,,
5,115,Cornus alternifolia L ,,Swida alternifolia (L f) Small ,alternate-leaved dogwood,37.0 x 28.4,South Poland,1895,,,,,,,,,,,,,,,,
5,116,Viburnum acerifolium L ,,Viburnum acerifolium L ,maple-leaved viburnum,29.5 x 25.6,South Poland,1893,,,,,,,,,,,,,,,,
5,117,Circaea lutetiana L ,,Circaea canadensis (L) Hill ,broad-leaved enchanter's-nightshade,37.7 x 27.4,South Poland,1895,,,,,,,,,,,,,,,,
5,118,Zizia aurea Koch ,,Zizia aurea (L) W D J Koch ,common golden Alexanders,27.1 x 19.6,Waterville,1871,,,,,,,,,,,,,,,,
5,119,Myriophyllum alterniflorum DC ,,Myriophyllum alterniflorum DC ,alternate-flowered water-milfoil,36.7 x 27.9,Brunswick,1878,Fort Fairfield,1880,,,,,,,,,,,,,,
5,120,Myriophyllum verticillatum L ,,Myriophyllum verticillatum L ,whorled water-milfoil,37.3 x 27.1,Readfield,1892,,,,,,,,,,,,,,,,
5,121,Callitriche verna L ,Callitriche palustris L ,Callitriche palustris L ,vernal water-starwort,25.8 x 16.7,East Livermore,1878,Rangeley,1882,South Poland,1893,Gilead,1897,Wells,1898,,,,,,,,
5,1a,Penthorum sedoides L ,,Penthorum sedoides L ,ditch-stonecrop,37.3 x 27.2,Brunswick,1870,South Poland,1893,,,,,,,,,,,,,,
5,1b,Penthorum sedoides L ,,Penthorum sedoides L ,ditch-stonecrop,27.7 x 20.5,Brunswick,1870,,,,,,,,,,,,,,,,
5,35A,Nesaea verticillata H B K ,,Decodon verticillatus (L) Ell ,swamp loosestrife,38.0 x 27.5,North Wayne Pond,1878,South Poland,1897,,,,,,,,,,,,,,
5,35b,Lythrum hyssopifolia L ,,Lythrum hyssopifolia L ,hyssop-leaved loosestrife,37.5 x 26.7,Wells Beach,1898,,,,,,,,,,,,,,,,
5,94a,Sambucus canadensis L ,,Sambucus nigra L ,black elderberry,37.1 x 26.6,,,,,,,,,,,,,,,,,,
5,94b,[Sambucus canadensis L] ,,Sambucus nigra L ,black elderberry,30 x 24,,,,,,,,,,,,,,,,,,
5,94c,Sambucus canadensis L ,,Sambucus nigra L ,black elderberry,30 x 24,nd,1876,,,,,,,,,,,,,,,,
6,1,Galium mollugo L ,,Galium mollugo L ,whorled bedstraw,37.4 x 27.5,Orono,1891,Bustin's Island,1909,,,,,,,,,,,,,,
6,2,Galium asprillum Michx ,,Galium asprellum Michx ,rough bedstraw,30.3 x 24.2,Brunswick,1870,East Livermore,1878,South Poland,1892,Wells,1898,,,,,,,,,,
6,3,Galium trifidum L ,Galium claytone Michx ,Galium trifidum L ,three-petaled bedstraw,18.0 x 17.2,Brunswick,1870,Orono,1880,Rangeley,1882,Fort Fairfield,1880,,,,,,,,,,
6,4,Galium labradoricum Wie ,Galium trifidum L ,Galium labradoricum (Wieg) Wieg ,northern bog bedstraw,37.7 x 27.7,Caribou,1880,Caribou,1880,Wells,1898,,,,,,,,,,,,
6,5,Galium palustre L ,,Galium palustre L ,marsh bedstraw,37.7 x 26.6,Caribou,1880,,,,,,,,,,,,,,,,
6,6,Galium palustre L ,,Galium trifidum L ,marsh bedstraw,38.0 x 27.6,Orono,1891,Bradley,nd,Rangeley,1894,South Poland,1893,South Poland,1895,,,,,,,,
6,7,Galium triflorum L ,,Galium triflorum Michx ,fragrant bedstraw,37.2 x 27.3,Brunswick,1870,Orono,1880,Kents Hill,1892,Rangeley,1894,South Poland,1893,South Poland,1897,,,,,,
6,8,Galium lanceolatum Torr ,,Galium lanceolatum Torr ,lance-leaved licorice bedstraw,38.1 x 27.8 ,South Poland,1893,Woodstock,1887,,,,,,,,,,,,,,
6,9,Galium circaezans Michx ,,Galium circaezans Michx ,forest licorice bedstraw,37.2 x 27.4,South Poland,1893,,,,,,,,,,,,,,,,
6,10,Galium boreale L ,,Galium boreale L ,northern bedstraw,38.9 x 27.5,Mt. Katahdin,1900,,,,,,,,,,,,,,,,
6,11,Cephalanthus occidentalis L ,,Cephalanthalus occidentalis L ,common buttonbrush,37.5 x 27.5,Kents Hill,1894,,,,,,,,,,,,,,,,
6,12,Cephalanthus occidentalis L ,,Cephalanthalus occidentalis L ,common buttonbrush,24.8 x 19.9,Brunswick,1870,South Poland,1893,South Poland,1897,York,1898,,,,,,,,,,
6,13,Mitchella repens L ,,Mitchella repens L ,partridge-berry,37.6 x 24.7,Brunswick,1870,,,,,,,,,,,,,,,,
6,14,Houstonia purpurea L ,,Houstonia purpurea L ,large bluet,37.0 x 26.3,Wells,1879,,,,,,,,,,,,,,,,
6,15,Houstonia purpurea Gray var. longifolia G ,Houstonia longifolia ,"Houstonia longifolia, Gaertn ",long-leaved bluet,26.9 x 19.8,Wells,1879,Orono,1880,South Poland,1893,,,,,,,,,,,,
6,16,Houstonia caerulea L ,,Houstonia caerulea L ,little bluet,24.6 x 19.3,Brunswick,1870,,,,,,,,,,,,,,,,
6,18,Liatris scariosa Willd ,,Liatris novae-angliae (Lunell) Shinners ,northern blazing star,37.3 x 28.0,Wells,1879,Wells,1898,,,,,,,,,,,,,,
6,19,Eupatorium purpureum L ,,Eutrochium purpureum (L) E E Lamont var. purpureum ,purple Joe-Pye weed,31.0 x 26.8,Brunswick,1877,Fayette,nd,Orono,1880,South Poland,1895,Wells,1898,,,,,,,,
6,20,Eupatorium perfoliatum L ,,Eupatorium perfoliatum L ,boneset thoroughwort,35.5 x 27.2,Brunswick,1870,Strong,1882,South Poland,1893,Wells,1889,,,,,,,,,,
6,21,Eupatorium ageratoides L ,,Ageratina altissima (L) King & H E Robins ,white snakeroot,36.9 x 27.2,Van Buren,1880,Caribou,1880,Rangeley,1894,Long Plantation,1894,Coplin,1894,,,,,,,,
6,22,Nardosma palmata Hook ,Petasites palmatus Gray ,Petasites frigidus (L) Fries ,northern sweet-coltsfoot,37.9 x 27.9,Orono,1880,Presque Isle,1881,,,,,,,,,,,,,,
6,23,Tussilago farfara L ,,Tussilago farfara L ,coltsfoot,36.5 x 26.3,Bath,1911,,,,,,,,,,,,,,,,
6,24,Tussilago farfara L ,,Tussilago farfara L ,coltsfoot,34.6 x 24.6,Brunswick,1878,East Livermore,nd,Rangeley,1882,Wells,1898,,,,,,,,,,
6,25,Aster corymbrosus Ait ,,Eurybia divaricata (L) Nesom,white wood-aster,37.2 x 26.9,East Livermore,1878,South Poland,1895,Gilead,1897,Wells,1898,,,,,,,,,,
6,26,Aster macrophyllus L ,,Eurybia macrophylla (L) Cass ,large-leaved wood-aster,38.0 x 27.7,Fayette Ridge,1877,Brunswick,1878,Livermore Falls,nd,Gilead,1897,Hiram,1901,Cutler,1902,,,,,,
6,27,Aster macrophyllus L ,,Eurybia macrophylla (L) Cass ,large-leaved wood-aster,37.9 x 27.1,East Livermore,1878,,,,,,,,,,,,,,,,
6,28,Aster radula Ait ,,Eurybia radula (Ait) Nesom ,rough wood-aster,37.5 x 28.0,Wells,1879,Wells,1898,Cutler,1902,,,,,,,,,,,,
6,29,Aster radula Ait ,,Eurybia radula (Ait) Nesom ,rough wood-aster,36.7 x 27.5,Aroostook,1882,,,,,,,,,,,,,,,,
6,30,Aster patens Ait ,,Symphyotrichum patens (Ait) Nesom ,late purple American-aster,36.5 x 26.5,Wells Beach,1877,WellsBeach ,1879,,,,,,,,,,,,,,
6,31,Aster undulatus L ,,Symphyotrichum undulatum (L) Nesom ,wavy-leaved American-aster,38.0 x 27.6,Brunswick,1879,Strong,1882,South Poland,1893,Gilead,1897,Wells,1898,Shapleigh,1900,,,,,,
6,32,Aster cordifolius L ,,Symphyotrichum dumosum (L) Nesom,bushy American-aster,37.5 x 27.6,Wells,1876,Brunswick,1877,East Livermore,1877,Fayette Ridge,1877,Fort Kent,1880,Rangeley,1882,,,,,,
6,33,Aster cordifolius L ,,Symphyotrichum dumosum (L) Nesom,bushy American-aster,37.8 x 27.0,Fort Fairfield,1880,Saint Francis,1881,,,,,,,,,,,,,,
6,34,Aster lindleyanus Torr & Gray ,,Symphyotrichum ciliolatum (Lindl) A & D Love,Lindley's American aster,38.9 x 27.1,Fort Fairfield,1881,West Bath,1891,Brunswick,1894,Greenvale,1894,,,,,,,,,,
6,35,Aster ericoides L ,,Symphyotrichum ericoides (L) Nesom ,heath American-aster,37.5 x 26.4,Farmington,1894,,,,,,,,,,,,,,,,
6,36,Aster multiflorus Ait ,,Symphyotrichum ericoides (L) Nesom ,heath American-aster,37.5 x 27.2,Livermore Falls,1878,Wells,1898,,,,,,,,,,,,,,
6,37,Aster vimineus Lam ,,Symphyotrichum tradescantii (L) Nesom ,Tradescant's American-aster,37.5 x 27.8,Livermore Falls,1878,Orono,1880,South Poland,1893,,,,,,,,,,,,
6,38,Aster tradescanti L ,,Symphyotrichum tradescantii (L) Nesom ,Tradescant's American-aster,37.2 x 26.4,Orono,1880,,,,,,,,,,,,,,,,
6,39,Aster diffusus Ait ,,Symphyotrichum lateriflorum (L) A & D Love,calico American-aster,37.6 x 27.5,Livermore Falls,1877,Brunswick,nd,,,,,,,,,,,,,,
6,40,Aster paniculatus Lam ,,Symphyotrichum lanceolatum (Willd) Nesom ,lance-leaved American-aster,37.8 x 27.4,Orono,1880,Bradley,1880,Strong,1882,South Poland,1893,Wells,1898,,,,,,,,
6,41,Aster paniculatus Lam ,,Symphyotrichum lanceolatum (Willd) Nesom ,lance-leaved American-aster,37.8 x 27.3,Livermore Falls,1877,Orono,1880,,,,,,,,,,,,,,
6,42,Aster carneus Nees ,,Symphyotrichum novi-belgii (L) Nesom,New York American-aster,37.0 x 27.5,Livermore Falls,1877,,,,,,,,,,,,,,,,
6,43,Aster aestivus Ait ,Aster junceus Ait,Symphyotrichum novae-belgii (L) Nesom ,New York American-aster,36.5 x 26.2,,,,,,,,,,,,,,,,,,
6,44,Aster novi-belgii L ,,Symphyotrichum novae-belgii (L) Nesom ,New York American-aster,38.0 x 27.6,Sorrento,1891,,,,,,,,,,,,,,,,
6,45,Aster longifolius Lam ,,Symphyotrichum novi-belgii (L) Nesom,New York American-aster,37.6 x 27.9,East Livermore,1878,Fort Kent,1881,South Poland,1893,South Poland,1895,Gilead,1897,,,,,,,,
6,46,Aster longifolius Lam ,,Symphyotrichum novi-belgii (L) Nesom ,New York American-aster,29.9 x 26.1,Gilead,1897,,,,,,,,,,,,,,,,
6,47,Aster puniceus L ,,Symphyotrichum puniceum (L) A & D Love var. puniceum,purple-stemmed American-aster,37.1 x 27.9,Wells,1877,Strong,1882,,,,,,,,,,,,,,
6,48,Aster puniceus L ,,Symphyotrichum puniceum (L) A & D Love var. puniceum,purple-stemmed American-aster,37.5 x 27.8,Van Buren,1880,Strong,1882,,,,,,,,,,,,,,
6,49,Aster novae-angliae L ,,Symphyotrichum novae-angliae (L) Nesom ,New England American-aster,37.2 x 26.1,Livermore Falls,1878,South Poland,1893,,,,,,,,,,,,,,
6,50,Aster graminifolius Pursh ,Erigeron hyssopifolius Michx ,Erigeron hyssopifolius Michx ,hyssop-leaved fleabane,37.7 x 27.5,Dover,1891,Dover,1891,,,,,,,,,,,,,,
6,51,Aster acuminatus Michx ,,Oclemena acuminata (Michx) Nesom ,sharp-toothed nodding-aster,37.9 x 27.5,Brunswick,nd,Rangeley,1882,South Poland,1893,Cutler,1902,Lubec,1902,,,,,,,,
6,52,Aster acuminatus Michx ,,Oclemena acuminata (Michx) Nesom ,sharp-toothed nodding-aster,37.4 x 27.6,Van Buren,1880,Van Buren,1881,,,,,,,,,,,,,,
6,53,Aster nemoralis Ait ,,Oclemena nemoralis (Ait) Greene ,bog nodding-aster,37.5 x 27.6,Fayette,1878,,,,,,,,,,,,,,,,
6,54,Aster nemoralis var blakei P ,,Oclemena x blakei (Porter) Nesom,Blake's aster,38.0 x 27.5,South Poland,1895,,,,,,,,,,,,,,,,
6,55,Aster linariifolius L ,,Ionactis linariifolia (L) Greene ,flax-leaved stiff-aster,38.0 x 27.4,Wells,1879,Brunswick,nd,Fayette,nd,Livermore Falls,nd,,,,,,,,,,
6,56,Erigeron canadensis L ,,Erigeron canadensis L ,Canada fleabane,37.8 x 28.0,Fayette Ridge,1877,Brunswick,1877,South Poland,1893,Wells,1898,Lubeck,1902,Cutler,1902,,,,,,
6,57,Erigeron bellidifolius Muhl ,,Erigeron pulchellus Michx ,Robin's plaintain fleabane,31.0 x 24.2,Fayette,nd,Brunswick,1877,South Poland,1893,Wells,1898,,,,,,,,,,
6,58,Erigeron philadelphicus L ,,Erigeron philadelphicus L ,Philadelphia fleabane,30.8 x 24.4,Brunswick,1870,East Livermore,1876,Rangeley,1882,Wells,1897,Gilead,1897,,,,,,,,
6,59,Erigeron annuus Pers ,,Erigeron annuus (L) Pers ,annual fleabane,29.7 x 26.6,Brunswick,1877,Fayette Ridge,1876,Rangeley,1882,South Poland,1893,Wells,1893,,,,,,,,
6,60,Erigeron strigosus Muhl ,,Erigeron strigosus Muhl ex Willd,rough fleabane,31.7 x 24.3,Brunswick,1877,Rangeley,1882,Fayette Ridge,1877,South Poland,1893,,,,,,,,,,
6,61,Aster linariifolius L ,,Ionactis linariifolia (L) Greene ,flax-leaved stiff-aster,38.0 x 27.8,Brunswick,1878,Livermore Falls,1878,Fayette,1878,Wells,1898,,,,,,,,,,
6,62,Aster umbellatus Mill ,,Doellingeria umbellata (P Mill) Nees ,tall white-aster,37.6 x 27.3,East Livermore,1875,South Poland,1893,,,,,,,,,,,,,,
6,63,Solidago squarrosa Muhl ,,Solidago squarrosa Muhl ,squarrose goldenrod,37.7 x 27.5,Caribou,1880,East Livermore,1878,Rangeley,1882,Gilead,1897,,,,,,,,,,
6,64,Solidago bicolor L ,,Solidago bicolor L ,white goldenrod,37.5 x 26.6,Brunswick,1877,Wells,nd,Gilead,1897,West Baldwin,1900,,,,,,,,,,
6,65,Solidago bicolor L ,,Solidago bicolor L ,white goldenrod,37.3 x 27.4,Saint Francis,1881,Van Buren,1880,Strong,1881,,,,,,,,,,,,
6,66,Solidago latifolia L ,,Solidago flexicaulis L ,zig-zag goldenrod,38.0 x 27.5,East Livermore,1878,Brunswick,nd,Rangeley,1882,South Poland,1893,Gilead,1897,,,,,,,,
6,67,Solidago caesia L ,,Solidago caesia L ,axillary goldenrod,38.0 x 27.9,Topsham,nd,Farmington,nd,South Poland,1893,Gilead,1897,West Baldwin,1900,Fayette,1878,,,,,,
6,68,Solidago puberula Nutt ,,Solidago puberula Nutt ,downy goldenrod,38.0 x 27.5,Fayette,nd,Brunswick,1878,Livermore,1877,Rangeley,1882,South Poland,1893,Wells,1898,West Baldwin,1900,,,,
6,69,Solidago uliginosa Nutt ,,Solidago uliginosa Nutt ,bog goldenrod,37.2 x 26.9,Wells,1878,Cutler,1902,,,,,,,,,,,,,,
6,70,Solidago cutleri Fernald ,,Solidago leiocarpa DC ,Cutler's goldenrod,39.0 x 28.0,Mt. Katahdin,1900,,,,,,,,,,,,,,,,
6,71,Solidago cutleri Fernald ,,Solidago leiocarpa DC ,Cutler's goldenrod,35.9 x 25.2,Mt. Katahdin,1897,,,,,,,,,,,,,,,,
6,72,Solidago humilis Pursh ,,Solidago uliginosa Nutt ,bog goldenrod,37.5 x 27.5,Brunswick,1890,Sorrento,1891,,,,,,,,,,,,,,
6,73,Solidago macrophylla Pursh ,,Solidago macrophylla Pursh ,large-leaved goldenrod,37.3 x 26.8,,,,,,,,,,,,,,,,,,
6,74,Solidago thyrsoidea Meyer ,,Solidago macrophylla Pursh ,large-leaved goldenrod,37.6 x 27.5,Caribou,1880,Rangeley Region,1882,,,,,,,,,,,,,,
6,75,Solidago sempervirens L ,,Solidago sempervirens L ,seaside goldenrod,38.0 x 27.6,Brunswick,nd,South Freeport,1905,West Bath,1874,,,,,,,,,,,,
6,76,Solidago sempervirens L ,,Solidago sempervirens L ,seaside goldenrod,36.7 x 27.1,Wells Beach,1879,,,,,,,,,,,,,,,,
6,77,Solidago neglecta Torr & Gray ,,Solidago uliginosa Nutt ,bog goldenrod,37.5 x 28.0,Wells,1879,,,,,,,,,,,,,,,,
6,78,Solidago neglicta Torr & Gray ,,Solidago uliginosa Nutt ,bog goldenrod,35.4 x 27.6,Wells,1879,Wells,1898,East Livermore,nd,South Poland,1893,,,,,,,,,,
6,79,Solidago patula Muhl ,,Solidago patula Muhl ex Willd,rough-leaved goldenrod,37.7 x 27.7,Wells,1879,Gilead,1897,,,,,,,,,,,,,,
6,80,Solidago arguta Ait ,,Solidago arguta Ait ,forest goldenrod,37.2 x 27.7,Brunswick,1878,Topsham,nd,South Poland,1893,Rangeley,1894,,,,,,,,,,
6,81,Solidago rugosa Mill ,,Solidago rugosa P Mill ,common wrinkle-leaved goldenrod,37.5 x 37.6,Brunswick,1877,Wells,1878,East Livermore,1878,Rangeley,1892,South Poland,1895,Fort Popham,1897,,,,,,
6,82,Solidago ulmifolia Muhl ,,Solidago ulmifolia Muhl ex Willd,elm-leaved goldenrod,38.0 x 27.5,Brunswick,1879,Wells,1877,South Poland,1893,Gilead,1897,West Baldwin,1900,,,,,,,,
6,83,Solidago nemoralis Ait ,,Solidago nemoralis Ait ,gray goldenrod,38.0 x 27.5,Brunswick,1877,South Poland,1893,Rangeley,1894,Gilead,1897,Wells,1898,,,,,,,,
6,84,Solidago nemoralis Ait ,,Solidago nemoralis Ait ,gray goldenrod,36.8 x 26.6,Bar Harbor,1893,,,,,,,,,,,,,,,,
6,85,Solidago canadensis L ,,Solidago canadensis L ,Canada goldenrod,38.0 x 27.6,Brunswick,1878,East Livermore,,Rangeley,1882,Gilead,1897,,,,,,,,,,
6,86,Solidago serotina Ait ,,Solidago gigantea Ait ,smooth goldenrod,37.8 x 28.0,Topsham,nd,Brunswick,nd,South Poland,1892,Coplin Platform,1894,Gilead,1897,Hiram,1900,Van Buren,1880,,,,
6,87,Solidago gigantea Ait ,,Solidago gigantea Ait ,smooth goldenrod,36.5 x 37.7,Fayette,1877,Coplin Plantation,1894,Gilead,1897,Hiram,1900,,,,,,,,,,
6,88,Solidago lanceolata L ,,Euthamia graminifolia (L) Nutt ,common grass-leaved goldenrod,37.7 x 27.5,Brunswick,1877,Fayette,1877,Rangeley,nd,South Poland,Gilead,1893,Hiram,1900,,,,,,,
6,89,Aster radula Ait ,,Eurybia radula Nesom ,rough wood-aster,37.5 x 27.5,Sorrento,1891,,,,,,,,,,,,,,,,
6,90,Aster radula Ait ,,Eurybia radula (Ait) Nesom ,rough wood-aster,37.5 x 27.1,Gilead,1897,,,,,,,,,,,,,,,,
6,91,Aster radula Ait ,,Eurybia radula (Ait) Nesom ,rough wood-aster,37.0 x 27.3,Gilead,1897,,,,,,,,,,,,,,,,
6,92,Aster patens Ait ,,Symphyotrichum patens (Ait) Nesom ,late purple American-aster,37.5 x 26.7,East Livermore,1878,,,,,,,,,,,,,,,,
6,93,Aster cordifolius L ,,Symphyotrichum dumosum (L) Nesom,bushy American-aster,38.0 x 27.2,,,,,,,,,,,,,,,,,,
6,94,Aster cordifolius L ,Aster ericoides L ?,Symphyotrichum dumosum (L) Nesom,bushy American-aster,38.3 x 27.5,Strong,1882,,,,,,,,,,,,,,,,
6,95,Aster ericoides L ,,Symphyotrichum ericoides (L) Nesom ,heath American-aster,37.5 x 27.3,Litchfield,1896,,,,,,,,,,,,,,,,
6,96,Aster ericoides L ,,Symphyotrichum ericoides (L) Nesom ,heath American-aster,36.6 x 25.9,Mattawamkeag,1881,,,,,,,,,,,,,,,,
6,97,Aster miser L Ait ,,Symphyotrichum tradescantii (L) Nesom ,Tradescantâ€™s American-aster,37.3 x 27.5,,,,,,,,,,,,,,,,,,
6,98,Aster diffusus Ait ,,Symphyotrichum lateriflorum (L) A & D Love,calico American-aster,38.0 x 27.5,East Livermore,1878,,,,,,,,,,,,,,,,
6,99,Aster diffusus Ait ,,Symphyotrichum lateriflorum (L) A & D Love,calico American-aster,37.6 x 26.7,Livermore Falls,1877,,,,,,,,,,,,,,,,
6,100,Aster carneus Nees ,,Symphyotrichum puniceum (L) A & D Love,purple-stemmed American-aster,37.0 x 27.3,Livermore Falls,1877,,,,,,,,,,,,,,,,
6,101,Aster tardiflorus L ,,Symphyotrichum novi-belgii (L) Nesom,New York American-aster,37.3 x 27.0,Brunswick,,,,,,,,,,,,,,,,,
6,102,Aster puniceus L ,,Symphyotrichum puniceum (L) A & Love ,purple-stemmed American-aster,33.7 x 27.4,Van Buren,1880,,,,,,,,,,,,,,,,
6,103,Diplopappus umbellatus T & G ,,Doellingeria umbellata (P Mill) Nees,tall white-aster,37.5 x 27.6,,,,,,,,,,,,,,,,,,
6,104,Aster umbellatus Mill ,,Doellingeria umbellata (P Mill) Nees ,tall white-aster,37.3 x 27.3,Fort Kent,1881,,,,,,,,,,,,,,,,
6,105,Aster tenuifolius L ,,Symphyotrichum tenuifolium (L) Nesom,perennial saltmarsh American-aster,37.0 x 23.5,Caribou,1880,,,,,,,,,,,,,,,,
6,106,Aster tenuifolius L ,,Symphyotrichum tenuifolium (L) Nesom,perennial saltmarsh American-aster,37.0 x 27.5,Caribou,1880,,,,,,,,,,,,,,,,
6,107,Aster tardiflorus L ,,Symphyotrichum novi-belgii (L) Nesom,New York American-aster,37.5 x 27.2,Fort Kent,1881,,,,,,,,,,,,,,,,
6,108,Erigeron acris L ,,Erigeron acris L ,bitter fleabane,37.0 x 27.0,Fort Kent,1881,,,,,,,,,,,,,,,,
6,109,Solidago bicolor L ,,Solidago bicolor L ,white goldenrod,37.2 x 27.4,,,,,,,,,,,,,,,,,,
6,110,Solidago bicolor L ,,Solidago bicolor L ,white goldenrod,33.4 x 26.8 ,Caribou,1880,Van Buren,1880,Strong,1882,,,,,,,,,,,,
6,111,Solidago puberula Nutt ,,Solidago puberula Nutt ,downy goldenrod,37.3 x 26.1,Livermore Falls,1877,,,,,,,,,,,,,,,,
6,112,Solidago sempervirens L ,,Solidago sempervirens L ,seaside goldenrod,37.6 x 27.1,Livermore Falls,1878,WellsBeach ,1879,Winnegance,1907,,,,,,,,,,,,
